"Index Name","Date","Open","High","Low","Close"
"NIFTY HEALTHCARE","15 Mar 2024","11803.4","11823.45","11645.15","11705.80"
"NIFTY HEALTHCARE","14 Mar 2024","11692.15","11831.55","11617.75","11818.20"
"NIFTY HEALTHCARE","13 Mar 2024","11927.25","11953.8","11606.4","11697.05"
"NIFTY HEALTHCARE","12 Mar 2024","12063.5","12119.45","11878.25","11916.30"
"NIFTY HEALTHCARE","11 Mar 2024","12091.65","12121.25","12016.45","12043.40"
"NIFTY HEALTHCARE","07 Mar 2024","11981.9","12048.5","11965.7","11990.25"
"NIFTY HEALTHCARE","06 Mar 2024","11874.4","11992.95","11756.3","11972.60"
"NIFTY HEALTHCARE","05 Mar 2024","11861.95","11899.95","11780.8","11873.40"
"NIFTY HEALTHCARE","04 Mar 2024","11887.9","11979","11851.95","11865.35"
"NIFTY HEALTHCARE","02 Mar 2024","11864.85","11922.65","11843.35","11877.35"
"NIFTY HEALTHCARE","01 Mar 2024","11972.4","11972.65","11767.95","11786.20"
"NIFTY HEALTHCARE","29 Feb 2024","12021.2","12031.55","11821.2","11950.95"
"NIFTY HEALTHCARE","28 Feb 2024","12162.7","12170.6","11998.25","12025.60"
"NIFTY HEALTHCARE","27 Feb 2024","12057.35","12145.6","12019.05","12137.30"
"NIFTY HEALTHCARE","26 Feb 2024","12164.2","12201.1","11982.65","12056.30"
"NIFTY HEALTHCARE","23 Feb 2024","12126.45","12201.5","12109.7","12159.00"
"NIFTY HEALTHCARE","22 Feb 2024","12124.7","12134.25","11972.05","12121.15"
"NIFTY HEALTHCARE","21 Feb 2024","12139.75","12166.9","12006.05","12070.40"
"NIFTY HEALTHCARE","20 Feb 2024","12113.45","12154.9","12001.9","12122.90"
"NIFTY HEALTHCARE","19 Feb 2024","12083.75","12137.75","12038.25","12102.40"
"NIFTY HEALTHCARE","16 Feb 2024","11945.65","12072.55","11929.8","12039.05"
"NIFTY HEALTHCARE","15 Feb 2024","11973.15","12003.95","11874.75","11905.30"
